wl,n1,n2
0.4000, 4.37300000000000, 2.14600000000000
0.4010, 4.39101349895965, 2.11956928660500
0.4020, 4.40642286420395, 2.09394431892558
0.4030, 4.41878551966601, 2.07087627626688
0.4040, 4.42859299559783, 2.05073510602227
0.4050, 4.43727092857036, 2.03250952367333
0.4060, 4.44610959931025, 2.01528696500378
0.4070, 4.45509876645254, 1.99932830388253
0.4080, 4.46364684968228, 1.98541880728161
0.4090, 4.47149000613294, 1.97401861522278
0.4100, 4.47910175300961, 1.96485693147496
0.4110, 4.48705102374392, 1.95757617880490
0.4120, 4.49580662302145, 1.95209752763557
0.4130, 4.50573722678169, 1.94862089604614
0.4140, 4.51723957613064, 1.94734493220194
0.4150, 4.53104508922389, 1.94833005749102
0.4160, 4.54808262571849, 1.95155514691972
0.4170, 4.56933767585003, 1.95678647976624
0.4180, 4.59608822947928, 1.96264615268145
0.4190, 4.62971023363005, 1.96737116228719
0.4200, 4.67093963011432, 1.96915814326850
0.4210, 4.71861045188971, 1.96608466253768
0.4220, 4.77120166152679, 1.95620658081793
0.4230, 4.82692632141200, 1.93760355866048
0.4240, 4.88354677466308, 1.90839559897704
0.4250, 4.93877163855013, 1.86677334990412
0.4260, 4.98991818372741, 1.81352187795570
0.4270, 5.03379530775345, 1.75279649088216
0.4280, 5.06728646753246, 1.68890530617700
0.4290, 5.08977141980290, 1.62449057085178
0.4300, 5.10312622113743, 1.56052866143608
0.4310, 5.10931407110274, 1.49792223492483
0.4320, 5.10980615829405, 1.43754426949716
0.4330, 5.10558166033509, 1.38023806451646
0.4340, 5.09759364821887, 1.32681884237506
0.4350, 5.08668675140313, 1.27748573394729
0.4360, 5.07359715781030, 1.23182177858943
0.4370, 5.05904931253547, 1.18938443748102
0.4380, 5.04349444802922, 1.14977814877836
0.4390, 5.02702888385346, 1.11266837539214
0.4400, 5.00972663921040, 1.07772684029153
0.4410, 4.99177152696571, 1.04479406317328
0.4420, 4.97353346786561, 1.01399668590373
0.4430, 4.95539955293976, 0.985488272610185
0.4440, 4.93757516573429, 0.959254261545098
0.4450, 4.91986027640043, 0.934904979928670
0.4460, 4.90200000000000, 0.912000000000000
0.4470, 4.88386453659633, 0.890181911911676
0.4480, 4.86582442625863, 0.869425377470196
0.4490, 4.84837529405759, 0.849788076395550
0.4500, 4.83192567404286, 0.831303407888648
0.4510, 4.81624044318680, 0.813825322939120
0.4520, 4.80079598945463, 0.797127343317169
0.4530, 4.78508804767056, 0.780990299767600
0.4540, 4.76908862875179, 0.765371855262658
0.4550, 4.75324601970849, 0.750406505002028
0.4560, 4.73802819674639, 0.736236047315837
0.4570, 4.72368722241239, 0.722920612352929
0.4580, 4.70999342736355, 0.710338117763320
0.4590, 4.69665196077505, 0.698341826651737
0.4600, 4.68339424990733, 0.686801402979479
0.4610, 4.67014593349489, 0.675707723288441
0.4620, 4.65691969642975, 0.665105991957916
0.4630, 4.64373131905766, 0.655039059417733
0.4640, 4.63070095560486, 0.645448304073315
0.4650, 4.61808434566003, 0.636143288581340
0.4660, 4.60614629020983, 0.626924766130129
0.4670, 4.59505160483712, 0.617655130765070
0.4680, 4.58442430615743, 0.608530178314006
0.4690, 4.57370640717747, 0.599857909566825
0.4700, 4.56235335558729, 0.591937725977209
0.4710, 4.55034820426193, 0.584731442714488
0.4720, 4.53835938387299, 0.577762338424263
0.4730, 4.52710113004381, 0.570524383618119
0.4740, 4.51717046551992, 0.562600312724644
0.4750, 4.50829813662176, 0.554228880996488
0.4760, 4.49982662201197, 0.545942874161358
0.4770, 4.49109673993390, 0.538276325427812
0.4780, 4.48167626793452, 0.531578210752261
0.4790, 4.47180736226031, 0.525647633638053
0.4800, 4.46185686139768, 0.520182034636906
0.4810, 4.45218665320240, 0.514881711970454
0.4820, 4.44296616976482, 0.509558055778424
0.4830, 4.43411483632886, 0.504166768531438
0.4840, 4.42553536976011, 0.498673197336096
0.4850, 4.41713590126710, 0.493053043882029
0.4860, 4.40888045765118, 0.487388906589270
0.4870, 4.40076604111429, 0.481826447213006
0.4880, 4.39279008006029, 0.476512142592225
0.4890, 4.38494730708683, 0.471559705693369
0.4900, 4.37721787377109, 0.466905636932207
0.4910, 4.36957702450936, 0.462426796588895
0.4920, 4.36200000000000, 0.458000000000000
0.4930, 4.35446888216415, 0.453537161765838
0.4940, 4.34699311781411, 0.449090593541702
0.4950, 4.33958899498493, 0.444747706246630
0.4960, 4.33227280349464, 0.440595881543825
0.4970, 4.32506319913044, 0.436683678603234
0.4980, 4.31798586783507, 0.432944300836769
0.4990, 4.31106779531886, 0.429289624152513
0.5000, 4.30433595552769, 0.425631550540383
0.5010, 4.29780171104726, 0.421916592587322
0.5020, 4.29143003742988, 0.418194103561554
0.5030, 4.28517733397948, 0.414532450390104
0.5040, 4.27900000000000, 0.411000000000000
0.5050, 4.27286119567949, 0.407645950316110
0.5060, 4.26675112474251, 0.404442823254669
0.5070, 4.26066675179775, 0.401343971729758
0.5080, 4.25460504145390, 0.398302748655455
0.5090, 4.24856566135108, 0.395274810169935
0.5100, 4.24256289922948, 0.392228270041847
0.5110, 4.23661596316225, 0.389135434602769
0.5120, 4.23074406493040, 0.385968613343709
0.5130, 4.22496536279189, 0.382705880841073
0.5140, 4.21928713883838, 0.379384828194283
0.5150, 4.21371025880692, 0.376078158057853
0.5160, 4.20823550550423, 0.372859026897682
0.5170, 4.20286373299067, 0.369799156050442
0.5180, 4.19759856531370, 0.366914476203968
0.5190, 4.19244722483191, 0.364148444019954
0.5200, 4.18741717438512, 0.361439672598943
