wl,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44
0.85,0.04,5.979352941,0.164313725,5.333196078,3.243137255,3.497254902,3.638992157,0.05772549,1.96,0,1.8312,0.0181,2.3095,0.4145,3.3858,3.3207,3.0586,0.2414,3.0037,0.3152,3.56736,0.016328786,3.9622,0,3.3766,4.1026,3.564311153,0.202231857,1.851027651,0.00027149,2.012363205,0,2.66825813,0.595527304,2.042578442,0,1.766230205,-0.003193607,3.900121379,-4.62E-08,3.277651379,8.80E-09,1.623292815,-0.000588543
0.855,0.04,6.020925439,0.165024366,5.374413255,3.250243665,3.500097466,3.633477583,0.053177388,1.96,0,1.8283,0.0184,2.3086,0.413,3.352,3.3295,3.0608,0.239,3.0076,0.3098,3.56736,0.015860553,3.9622,0,3.3885,4.1125,3.596107278,0.201604351,1.850605537,0.000267867,2.012076485,0,2.653480384,0.603718126,2.040245546,0,1.759243225,-0.003901457,3.895526455,-4.57E-10,3.274680237,8.70E-11,1.617419429,-0.000718494
0.86,0.04,6.062014535,0.165726744,5.415151163,3.257267442,3.502906977,3.628027132,0.048682171,1.96,0,1.8254,0.0186,2.3076,0.4116,3.3179,3.3393,3.063,0.2361,3.0114,0.3041,3.56736,0.01537362,3.9622,0,3.4005,4.1223,3.627758731,0.200357148,1.850155691,0.000263588,2.011771444,0,2.641166546,0.61057653,2.038281668,0,1.752193171,-0.00461738,3.891042833,2.78E-08,3.27177692,-5.29E-09,1.611495483,-0.000849885
0.865,0.04,6.102628613,0.166421002,5.455418112,3.264210019,3.505684008,3.622639692,0.044238921,1.96,0,1.8224,0.0188,2.3067,0.4102,3.2837,3.3501,3.0652,0.2329,3.015,0.2984,3.56736,0.015109522,3.9622,0,3.4124,4.1322,3.657832246,0.198285217,1.849756168,0.000260597,2.011501814,0,2.632195566,0.616193869,2.036890273,0,1.745079127,-0.005341686,3.886666691,3.90E-08,3.268939283,-7.41E-09,1.605520298,-0.000982765
0.87,0.04,6.142775862,0.16710728,5.495222222,3.271072797,3.508429119,3.617314176,0.039846743,1.96,0,1.8195,0.0191,2.3057,0.4087,3.2499,3.3616,3.0672,0.2295,3.0182,0.2932,3.56736,0.014957615,3.9622,0,3.4242,4.142,3.684894559,0.195183525,1.849339084,0.000257761,2.01122044,0,2.626082645,0.620935836,2.03620842,0,1.737900146,-0.006074689,3.88239447,3.75E-08,3.266165284,-7.13E-09,1.599493181,-0.001117173
0.875,0.04,6.182464286,0.167785714,5.534571429,3.277857143,3.511142857,3.612049524,0.035504762,1.96,0,1.8165,0.0193,2.3048,0.4073,3.2167,3.3736,3.0688,0.2259,3.0207,0.2887,3.56736,0.014616892,3.9622,0,3.436,4.1518,3.707512404,0.190847042,1.848918993,0.000253746,2.010937254,0,2.622242629,0.625170826,2.03608832,0,1.730655283,-0.006816704,3.878222608,2.78E-08,3.263452879,-5.28E-09,1.59341344,-0.00125315
0.88,0.04,6.221701705,0.168456439,5.573473485,3.284564394,3.513825758,3.606844697,0.031212121,1.96,0,1.8135,0.0196,2.3039,0.4059,3.1845,3.386,3.0698,0.2224,3.0231,0.2849,3.56736,0.014413242,3.9622,0,3.4478,4.1615,3.724252516,0.185070736,1.848515082,0.000250527,2.010664707,0,2.620090366,0.629267234,2.036305833,0,1.723343594,-0.007568042,3.874147545,1.42E-08,3.260800023,-2.71E-09,1.587280382,-0.001390736
0.885,0.04,6.260495763,0.169119586,5.61193597,3.291195857,3.516478343,3.601698682,0.026967985,1.96,0,1.8105,0.0198,2.3029,0.4044,3.1536,3.3985,3.07,0.2191,3.0255,0.2814,3.56736,0.014190501,3.9622,0,3.4595,4.1713,3.733681632,0.177649575,1.848122427,0.000247592,2.010399738,0,2.619040704,0.633593455,2.036636816,0,1.715964134,-0.00832902,3.870165722,1.30E-09,3.258204674,-2.48E-10,1.581093316,-0.001529972
0.89,0.04,6.298853933,0.169775281,5.649966292,3.297752809,3.519101124,3.596610487,0.022771536,1.96,0,1.8075,0.0201,2.302,0.403,3.1237,3.4123,3.069,0.2158,3.0275,0.278,3.56736,0.013842334,3.9622,0,3.4712,4.181,3.734366484,0.168378528,1.847740239,0.00024461,2.010143383,0,2.61850849,0.638517885,2.036857126,0,1.708515946,-0.009099958,3.866273686,-7.25E-09,3.255664851,1.38E-09,1.574851536,-0.001670901
0.895,0.04,6.338592179,0.171955307,5.689865922,3.304301676,3.521955307,3.591579143,0.018621974,1.96,0,1.8044,0.0204,2.301,0.4015,3.0938,3.429,3.0671,0.2124,3.0291,0.2747,3.56736,0.013292929,3.9622,0,3.4828,4.1907,3.724873809,0.157052562,1.847376154,0.000241743,2.009899425,0,2.617908572,0.644392176,2.03677395,0,1.700998007,-0.00988122,3.862468598,-1.12E-08,3.253178929,2.13E-09,1.568554261,-0.001813578
0.9,0.04,6.378837607,0.17491453,5.730525641,3.310811966,3.52491453,3.586603704,0.014518519,1.6,0,1.8014,0.0206,2.3,0.4,3.0641,3.4485,3.0644,0.2089,3.0299,0.2714,3.56736,0.012715367,3.9622,0,3.4945,4.2004,3.703770342,0.143466647,1.846971364,0.000238491,2.009628379,0,2.616657074,0.651179592,2.036385824,0,1.69340927,-0.010673188,3.858747843,-1.16E-08,3.250745415,2.21E-09,1.562200679,-0.001958067
0.905,0.04,6.418638334,0.177841054,5.770736082,3.317250319,3.527841054,3.581683241,0.010460405,1.96,0,1.7983,0.0209,2.299,0.3985,3.0345,3.4703,3.0614,0.2055,3.0297,0.2679,3.56736,0.012181166,3.9622,0,3.506,4.21,3.669622817,0.127415751,1.846612908,0.000235548,2.009388718,0,2.614376399,0.658453176,2.035763515,0,1.685748689,-0.011476239,3.855108804,-9.57E-09,3.248362814,1.82E-09,1.555789979,-0.002104427
0.91,0.04,6.458001691,0.180735418,5.810504649,3.323617921,3.530735418,3.57681685,0.006446886,1.96,0,1.7952,0.0212,2.2978,0.397,3.0053,3.4942,3.0582,0.2021,3.0281,0.2643,3.56736,0.011626594,3.9622,0,3.5176,4.2196,3.62099797,0.108694842,1.846281275,0.000232822,2.009167036,0,2.611120958,0.665768861,2.034977923,0,1.678015217,-0.012290755,3.851548862,-6.10E-09,3.246029629,1.16E-09,1.549321351,-0.002252721
0.915,0.04,6.496934847,0.18359815,5.849838588,3.329915931,3.53359815,3.572003643,0.002477231,1.96,0,1.7921,0.0215,2.2966,0.3956,2.9763,3.5198,3.0552,0.1989,3.0257,0.2608,3.56736,0.011061912,3.9622,0,3.5291,4.2293,3.556462535,0.087098888,1.845914332,0.0002296,2.008921687,0,2.60699948,0.672689921,2.034099949,0,1.670207806,-0.013117116,3.848065402,-2.27E-09,3.243744367,4.31E-10,1.542793983,-0.002403011
0.92,0.04,6.535444816,0.186429766,5.888744983,3.336145485,3.536429766,3.567358696,0,1.96,0,1.789,0.0218,2.2954,0.3941,2.9478,3.5468,3.0526,0.1958,3.0231,0.2572,3.56736,0.010554734,3.9622,0,3.5406,4.2389,3.474583247,0.062422858,1.845542772,0.000227331,2.008673542,0,2.602120691,0.679029434,2.033200492,0,1.662325411,-0.0139557,3.84465581,8.66E-10,3.241505535,-1.65E-10,1.536207063,-0.002555358
0.925,0.04,6.573538462,0.189230769,5.927230769,3.342307692,3.539230769,3.56296,0,1.96,0,1.7859,0.0221,2.2941,0.3927,2.9196,3.5748,3.0508,0.1929,3.021,0.2537,3.56736,0.010206686,3.9622,0,3.552,4.2484,3.3962,0.0355,1.845228944,0.000224819,2.008464433,0,2.59659332,0.684905737,2.032350453,0,1.654366948,-0.014806907,3.841317718,2.72E-09,3.23931176,-5.17E-10,1.529559749,-0.002709827
0.93,0.04,6.611222498,0.192001654,5.96530273,3.348403639,3.542001654,3.558608602,0,1.96,0,1.7828,0.0224,2.2927,0.3913,2.892,3.6036,3.05,0.1903,3.02,0.2504,3.56736,0.009869785,3.9622,0,3.5634,4.258,3.3905,0.0109,1.844893798,0.000221622,2.008242174,0,2.590526095,0.690455742,2.031608708,0,1.646331275,-0.015671159,3.838049153,3.48E-09,3.237161862,-6.62E-10,1.522851142,-0.002866488
0.935,0.04,6.648503497,0.194742904,6.002967503,3.354434389,3.544742904,3.554303743,0,1.96,0,1.7796,0.0227,2.2914,0.3898,2.865,3.6328,3.0507,0.188,3.02,0.2471,3.56736,0.009508268,3.9622,0,3.5748,4.2675,3.385,0.0059,1.844554448,0.000219498,2.00801736,0,2.584045438,0.695816361,2.030965782,0,1.638217248,-0.016548885,3.834848176,3.41E-09,3.235054681,-6.48E-10,1.516080341,-0.003025413
0.94,0.04,6.685387889,0.197454992,6.040231588,3.360400982,3.547454992,3.550044681,0,1.96,0,1.7764,0.023,2.2901,0.3884,2.8386,3.662,3.0527,0.186,3.02,0.2439,3.56736,0.009197284,3.9622,0,3.5861,4.277,3.3797,0.00318,1.844227017,0.000216587,2.007800183,0,2.577456943,0.701124504,2.030388073,0,1.630023721,-0.01744051,3.83171285,2.75E-09,3.232989055,-5.22E-10,1.509246441,-0.003186671
0.945,0.04,6.72188197,0.20013838,6.077101343,3.366304436,3.55013838,3.545830688,0,1.96,0,1.7733,0.0233,2.2888,0.387,2.8129,3.6911,3.0553,0.1842,3.02,0.241,3.56736,0.008881966,3.9622,0,3.5974,4.2865,3.3746,0.000967,1.843908608,0.000214466,2.007588703,0,2.571170341,0.706516773,2.029841957,0,1.621749548,-0.018346463,3.828641235,1.76E-09,3.230963822,-3.34E-10,1.50234854,-0.003350334
0.95,0.04,6.757991903,0.202793522,6.113582996,3.372145749,3.552793522,3.541661053,0,1.96,0,1.77,0.0236,2.2875,0.3855,2.7879,3.7195,3.058,0.1822,3.0203,0.2386,3.56736,0.008528984,3.9622,0,3.6086,4.296,3.3696,0.000527,1.843596934,0.000211655,2.007383436,0,2.565596648,0.712057639,2.029293805,0,1.613393582,-0.019267169,3.825631395,6.91E-10,3.228977821,-1.31E-10,1.495385736,-0.003516472
0.955,0.04,6.793723721,0.205420862,6.149682642,3.377925896,3.555420862,3.53775288,0,1.96,0,1.7668,0.0239,2.2863,0.3841,2.7638,3.7471,3.06,0.18,3.0219,0.2367,3.56736,0.008084496,3.9622,0,3.6199,4.3054,3.361449021,0.000207974,1.843300982,0.000209448,2.007187538,0,2.56114688,0.71764746,2.028709991,0,1.604954678,-0.020203057,3.822681391,-1.97E-10,3.227029892,3.74E-11,1.488357124,-0.003685157
0.96,0.04,6.829083333,0.208020833,6.18540625,3.383645833,3.558020833,3.534372917,0,1.96,0,1.7636,0.0242,2.2851,0.3826,2.7401,3.7748,3.0614,0.1776,3.0244,0.235,3.56736,0.007609958,3.9622,0,3.6311,4.3149,3.36,7.39E-05,1.842964593,0.000207384,2.006966227,0,2.558184638,0.723163886,2.028056889,0,1.596431563,-0.021154604,3.819789437,-7.54E-10,3.225118958,1.43E-10,1.481261737,-0.003856465
0.965,0.04,6.864076525,0.210593862,6.220759665,3.389306497,3.560593862,3.531027979,0,1.96,0,1.7603,0.0246,2.284,0.3811,2.7169,3.803,3.0628,0.1751,3.0271,0.2332,3.56736,0.007131377,3.9622,0,3.6422,4.3243,3.3555,3.92E-05,1.842669556,0.000204487,2.006772257,0,2.556671113,0.728484569,2.027302118,0,1.587822727,-0.022122387,3.816954027,-1.02E-09,3.223244107,1.94E-10,1.474098467,-0.004030487
0.97,0.04,6.898708961,0.213140365,6.255748612,3.394908803,3.563140365,3.527717526,0,1.96,0,1.7571,0.0249,2.2831,0.3796,2.694,3.8318,3.0641,0.1725,3.0295,0.2308,3.56736,0.006674825,3.9622,0,3.6534,4.3337,3.34350215,1.98E-05,1.842399074,0.000202467,2.006594612,0,2.556364572,0.733487159,2.026451627,0,1.579126634,-0.023106991,3.81417369,-1.05E-09,3.221404445,2.00E-10,1.466866194,-0.004207314
0.975,0.04,6.932986193,0.21566075,6.290378698,3.400453649,3.56566075,3.524441026,0,1.96,0,1.7538,0.0252,2.2822,0.3781,2.6714,3.8609,3.0654,0.1698,3.0313,0.2274,3.56736,0.006228604,3.9622,0,3.6645,4.343,3.3467,1.13E-05,1.842086159,0.000200331,2.006389225,0,2.557021727,0.738049306,2.025555979,0,1.570341745,-0.024109003,3.811446953,-9.17E-10,3.219599077,1.74E-10,1.459563796,-0.004387038
0.98,0.04,6.966913658,0.218155416,6.324655416,3.405941915,3.568155416,3.521197959,0,1.96,0,1.7505,0.0256,2.2814,0.3765,2.6493,3.8905,3.0666,0.167,3.0333,0.2226,3.56736,0.005811618,3.9622,0,3.6755,4.3524,3.319597919,-2.10E-05,1.841819151,0.000198577,2.006214411,0,2.558399293,0.742048662,2.024668248,0,1.561466524,-0.02512901,3.808772345,-6.71E-10,3.217827109,1.28E-10,1.45219015,-0.00456975
0.985,0.04,7.002869712,0.220676819,6.360829103,3.412301184,3.570135364,3.517987817,0,1.96,0,1.7471,0.0259,2.2808,0.375,2.6276,3.9204,3.0677,0.164,3.0354,0.2166,3.56736,0.005438622,3.9622,0,3.6866,4.3617,3.319597919,-0.000118358,1.841525099,0.000195536,2.00602112,0,2.560253981,0.745362877,2.02384151,0,1.552499434,-0.026167599,3.806148393,-3.75E-10,3.216087647,7.14E-11,1.444744136,-0.004755542
0.99,0.04,7.045398148,0.223324916,6.403198653,3.421304714,3.570664983,3.514810101,0,1.96,0,1.7438,0.0263,2.2804,0.3733,2.6062,3.9507,3.0686,0.1609,3.0372,0.2098,3.56736,0.005107435,3.9622,0,3.6976,4.371,3.319597919,-0.00032221,1.841267829,0.000193451,2.005853878,0,2.562336401,0.747869601,2.023128839,0,1.543438938,-0.027225355,3.803573625,-9.10E-11,3.214379796,1.73E-11,1.437224631,-0.004944506
0.995,0.04,7.087499162,0.225946399,6.445142379,3.430217755,3.57118928,3.511937688,0,1.96,0,1.7404,0.0266,2.2801,0.3717,2.5853,3.9813,3.0693,0.1577,3.0388,0.2027,3.56736,0.004815873,3.9622,0,3.7085,4.3803,3.319597919,-0.000673863,1.84099496,0.000191526,2.005676214,0,2.564371637,0.749494246,2.022576393,0,1.534283482,-0.028302872,3.801046585,1.24E-10,3.212702671,-2.36E-11,1.429630504,-0.005136734
1,0.04,7.129179167,0.228541667,6.486666667,3.439041667,3.571708333,3.509222,0,1.96,0,1.7371,0.027,2.28,0.37,2.5648,4.0121,3.0698,0.1543,3.0397,0.1956,3.56736,0.004567568,3.9622,0,3.7195,4.3896,3.319597919,-0.001214657,1.840713809,0.000189411,2.005491738,0,2.566078103,0.750489495,2.022188076,0,1.525031301,-0.029400837,3.798566024,2.55E-10,3.211055501,-4.84E-11,1.421960487,-0.005332331
1.005,0.04,7.170444444,0.231111111,6.527777778,3.447777778,3.572222222,3.506533333,0,1.96,0,1.7337,0.0273,2.28,0.3683,2.5446,4.0432,3.07,0.1508,3.04,0.1888,3.56736,0.004337131,3.9622,0,3.7304,4.3989,3.319597919,-0.001985933,1.840442928,0.000187354,2.005316356,0,2.567174213,0.751245219,2.021951845,0,1.515680475,-0.030520001,3.796130845,3.14E-10,3.209437599,-5.97E-11,1.414213205,-0.005531415
1.01,0.04,7.211301155,0.233655116,6.568481848,3.456427393,3.572731023,3.503871287,0,1.96,0,1.7302,0.0277,2.28,0.3665,2.525,4.0745,3.07,0.147,3.0398,0.1817,3.56736,0.00411551,3.9622,0,3.7412,4.4081,-0.469434846,-0.00302903,1.840178139,0.000185339,2.005143923,0,2.567378383,0.752151762,2.021855625,0,1.506229081,-0.031661119,3.793739952,3.16E-10,3.20784828,-6.01E-11,1.40638728,-0.0057341
1.015,0.04,7.251755337,0.236174056,6.608784893,3.46499179,3.573234811,3.501235468,0,1.96,0,1.7268,0.0281,2.28,0.3647,2.5057,4.106,3.07,0.1427,3.0392,0.174,3.56736,0.003876919,3.9622,0,3.7521,4.4173,-2.203697308,-0.004385289,1.839920354,0.000183231,2.004975787,0,2.566513128,0.753599465,2.021887343,0,1.496675195,-0.032824944,3.791392253,2.76E-10,3.20628686,-5.25E-11,1.398481336,-0.005940503
1.02,0.04,7.291812908,0.238668301,6.64869281,3.473472222,3.57373366,3.49862549,0,1.9594,0,1.7234,0.0285,2.28,0.3629,2.4869,4.1375,3.07,0.1379,3.0384,0.1658,3.56736,0.003623249,3.9622,0,3.7629,4.4265,-4.395419947,-0.006096048,1.839667963,0.000182183,2.00481351,0,2.564826648,0.755978669,2.022034925,0,1.487016895,-0.034012231,3.789086651,2.08E-10,3.204752651,-3.95E-11,1.390493994,-0.00615074
1.025,0.04,7.331479675,0.241138211,6.688211382,3.481869919,3.574227642,3.496040976,0,1.9573,0,1.7199,0.0289,2.28,0.361,2.4685,4.1692,3.07,0.1329,3.0373,0.1573,3.56736,0.003351284,3.9622,0,3.7737,4.4357,-7.097997795,-0.008202649,1.839423013,0.000180361,2.004654058,0,2.562675935,0.759679715,2.022286298,0,1.477252257,-0.035223734,3.786822052,1.26E-10,3.20324497,-2.40E-11,1.382423878,-0.006364927
1.03,0.04,7.370761327,0.243584142,6.727346278,3.490186084,3.574716828,3.493481553,0,1.9544,0,1.7164,0.0293,2.28,0.3591,2.4505,4.2009,3.07,0.1278,3.0359,0.1485,3.56736,0.003065974,3.9622,0,3.7844,4.4449,-10.36482588,-0.010746431,1.839182415,0.000178349,2.004498552,0,2.560417979,0.765078788,2.022629387,0,1.467379358,-0.036460206,3.784597363,4.49E-11,3.201763132,-8.55E-12,1.37426961,-0.006583181
1.035,0.04,7.409663446,0.246006441,6.76610306,3.4984219,3.575201288,3.49105314,0,1.9518,0,1.7129,0.0297,2.28,0.3572,2.433,4.2327,3.07,0.1228,3.0342,0.1397,3.56736,0.002772871,3.9622,0,3.7952,4.454,-14.24929924,-0.013768734,1.838949001,0.000176455,2.004348581,0,2.558356997,0.772114487,2.02305212,0,1.45739627,-0.037722406,3.782411489,-2.13E-11,3.200306451,4.05E-12,1.366029809,-0.006805618
1.04,0.04,7.448191506,0.248405449,6.804487179,3.506578526,3.57568109,3.488796154,0,1.9502,0,1.7093,0.0301,2.28,0.3552,2.4158,4.2649,3.07,0.1179,3.0323,0.1309,3.56736,0.002506917,3.9622,0,3.8059,4.4631,-18.8048129,-0.017310898,1.838719036,0.000174392,2.004202192,0,2.556543257,0.780214782,2.023533251,0,1.447300785,-0.039011321,3.780263448,-6.52E-11,3.198874314,1.24E-11,1.357702883,-0.007032378
1.045,0.04,7.486350877,0.250781499,6.842503987,3.514657097,3.5761563,3.486560766,0,1.95,0,1.7058,0.0305,2.28,0.3533,2.3988,4.2974,3.07,0.1133,3.0302,0.1224,3.56736,0.002260087,3.9622,0,3.8165,4.4722,-24.08476189,-0.021414263,1.83850225,0.000173387,2.004061822,0,2.554950737,0.788778769,2.024017329,0,1.43709029,-0.040328267,3.77815241,-8.94E-11,3.197466208,1.70E-11,1.349286911,-0.007263641
1.05,0.04,7.524146825,0.253134921,6.88015873,3.52265873,3.576626984,3.484346667,0,1.95,0,1.7022,0.0309,2.28,0.3513,2.382,4.3302,3.07,0.1092,3.0278,0.1141,3.56736,0.002027865,3.9622,0,3.8272,4.4813,-30.14254124,-0.026120169,1.838246428,0.000171472,2.003897196,0,2.553553401,0.797205543,2.024440923,0,1.426762141,-0.041674589,3.776077559,-9.74E-11,3.196081627,1.85E-11,1.340779945,-0.007499589
1.055,0.04,7.561584518,0.255466035,6.917456556,3.530584518,3.577093207,3.482153555,0,1.95,0,1.6986,0.0313,2.28,0.3492,2.3655,4.3634,3.0694,0.1054,3.0252,0.1064,3.56736,0.001817361,3.9622,0,3.8378,4.4904,-37.03154599,-0.031469955,1.83802915,0.000169547,2.003758423,0,2.552301216,0.804894199,2.024740605,0,1.416313695,-0.043051627,3.774038079,-9.25E-11,3.194720065,1.76E-11,1.332180037,-0.007740403
1.06,0.04,7.598669025,0.257775157,6.954402516,3.538435535,3.577555031,3.479981132,0,1.95,0,1.695,0.0317,2.28,0.3472,2.3492,4.3968,3.0682,0.1018,3.0225,0.0993,3.56736,0.001628055,3.9622,0,3.8483,4.4995,-44.80517116,-0.037504962,1.837787692,0.000167313,2.003604246,0,2.550911681,0.811243832,2.024852945,0,1.405742309,-0.044460724,3.772033154,-7.82E-11,3.193381017,1.49E-11,1.323485237,-0.007986266
1.065,0.04,7.635405321,0.260062598,6.991001565,3.546212833,3.57801252,3.477829108,0,1.95,0,1.6914,0.0322,2.28,0.3451,2.3332,4.4305,3.0664,0.0983,3.0195,0.0929,3.56736,0.001463039,3.9622,0,3.8589,4.5085,-53.51681179,-0.04426653,1.837580606,0.00016633,2.003472115,0,2.54897179,0.815770692,2.024714515,0,1.395045338,-0.045903224,3.770061966,-5.77E-11,3.192063977,1.10E-11,1.314693597,-0.008237359
1.07,0.04,7.671798287,0.26232866,7.027258567,3.553917445,3.578465732,3.475697196,0,1.95,0,1.6877,0.0326,2.28,0.343,2.3175,4.4643,3.0642,0.095,3.0164,0.0875,3.56736,0.001318512,3.9622,0,3.8694,4.5175,-63.21986291,-0.051795998,1.837350255,0.000164369,2.003325183,0,2.546067093,0.818885608,2.024261885,0,1.38422014,-0.047380469,3.7681237,-3.46E-11,3.190768439,6.58E-12,1.305803169,-0.008493865
1.075,0.04,7.707852713,0.264573643,7.063178295,3.561550388,3.578914729,3.473585116,0,1.95,0,1.6841,0.033,2.28,0.3409,2.302,4.4982,3.0618,0.0917,3.0131,0.083,3.56736,0.00119118,3.9622,0,3.8799,4.5265,-73.96771954,-0.060134707,1.837150234,0.000163334,2.003197899,0,2.541783138,0.821411884,2.023431625,0,1.37326407,-0.048893801,3.766217539,-1.21E-11,3.189493898,2.31E-12,1.296812004,-0.008755965
1.08,0.04,7.743573302,0.26679784,7.098765432,3.569112654,3.579359568,3.471575926,0,1.95,0,1.6804,0.0335,2.28,0.3388,2.2869,4.5323,3.0593,0.0886,3.0097,0.0798,3.56736,0.001078911,3.9622,0,3.8904,4.5355,-85.81377672,-0.069323997,1.836936989,0.000161494,2.003061033,0,2.535705474,0.824175029,2.022169078,0,1.362174478,-0.050444565,3.764342668,6.23E-12,3.18823985,-1.19E-12,1.28771815,-0.009023841
1.085,0.04,7.77896467,0.269001536,7.134024578,3.576605223,3.579800307,3.469693088,0,1.95,0,1.6767,0.0339,2.28,0.3366,2.272,4.5664,3.0568,0.0854,3.0045,0.0773,3.56736,0.000983838,3.9622,0,3.9008,4.5445,-98.81142947,-0.079405207,1.836708739,0.000160212,2.002916473,0,2.527419651,0.828000554,2.0205275,0,1.350948359,-0.052034189,3.762498348,1.88E-11,3.187005829,-3.59E-12,1.278519483,-0.009297695
1.09,0.041185015,7.819482416,0.271896024,7.173581804,3.582133028,3.580474006,3.467827523,0,1.95,0,1.6729,0.0344,2.28,0.3344,2.2574,4.6006,3.0545,0.0822,2.997,0.0753,3.56736,0.000900077,3.9622,0,3.9112,4.5534,-113.0140728,-0.090419677,1.836525806,0.000158548,2.002800126,0,2.516448386,0.833713968,2.018632708,0,1.339582222,-0.053664223,3.76068394,2.63E-11,3.185791424,-5.01E-12,1.269213621,-0.009577756
1.095,0.043348554,7.864181126,0.275357686,7.216636225,3.586027397,3.581339422,3.465978995,0,1.95,0,1.6692,0.0349,2.28,0.3322,2.2432,4.6347,3.0525,0.079,2.9882,0.0735,3.56736,0.000822869,3.9622,0,3.9216,4.5624,-128.4751018,-0.102408747,1.836325479,0.000157376,2.002674285,0,2.501743325,0.841879199,2.016611866,0,1.32807254,-0.055336221,3.758898813,2.95E-11,3.184596229,-5.61E-12,1.25979816,-0.009864254
1.1,0.045492424,7.908473485,0.278787879,7.259299242,3.589886364,3.58219697,3.464147273,0,1.95,0,1.6654,0.0353,2.28,0.33,2.2293,4.6687,3.051,0.0757,2.9794,0.0719,3.56736,0.000750073,3.9622,0,3.932,4.5713,-145.2479115,-0.115413758,1.836115652,0.000155518,2.002540473,0,2.481951481,0.852006926,2.014592139,0,1.316415785,-0.057051739,3.757142338,2.91E-11,3.183419837,-5.54E-12,1.250270697,-0.010157421
1.105,0.047616893,7.952365008,0.282187029,7.301576169,3.593710407,3.583046757,3.462332127,0,1.95,0,1.6616,0.0358,2.2799,0.3278,2.2157,4.7027,3.0502,0.0722,2.9715,0.0704,3.56736,0.000677419,3.9622,0,3.9423,4.5802,-163.3858969,-0.129476049,1.835912725,0.000154296,2.002413149,0,2.455853729,0.863342771,2.012700693,0,1.304608431,-0.058812333,3.755413884,2.60E-11,3.182261841,-4.95E-12,1.24062883,-0.010457486
1.11,0.049722222,7.995861111,0.285555556,7.343472222,3.5975,3.583888889,3.460533333,0,1.95,0,1.6578,0.0363,2.2797,0.3256,2.2024,4.7365,3.0501,0.0687,2.965,0.0688,3.56736,0.00060786,3.9622,0,3.9526,4.5891,-182.942453,-0.14463696,1.83571415,0.000152487,2.00228852,0,2.426524163,0.875132359,2.011064693,0,1.29264695,-0.060619558,3.75371282,2.10E-11,3.181121836,-4.00E-12,1.230870154,-0.010764682
1.115,0.05180867,8.038967115,0.288893871,7.384992526,3.601255605,3.584723468,3.458750673,0,1.95,0,1.6539,0.0368,2.2794,0.3235,2.1895,4.7702,3.0517,0.0649,2.9587,0.0672,3.56736,0.000542735,3.9622,0,3.9629,4.5979,-203.9709749,-0.160937831,1.835520323,0.000151163,2.002165839,0,2.401958861,0.886621313,2.009811303,0,1.280527815,-0.062474972,3.752038517,1.48E-11,3.179999415,-2.82E-12,1.220992267,-0.01107924
1.12,0.053876488,8.081688244,0.292202381,7.426142113,3.604977679,3.585550595,3.456983929,0,1.95,0,1.6501,0.0373,2.279,0.3214,2.177,4.8036,3.0542,0.061,2.9526,0.0658,3.56736,0.000482239,3.9622,0,3.9732,4.6068,-226.5248576,-0.178420002,1.835329724,0.000150361,2.00204596,0,2.386174805,0.897090736,2.009066819,0,1.268247499,-0.064380129,3.750390343,8.31E-12,3.17889417,-1.58E-12,1.210992766,-0.01140139
1.125,0.055925926,8.12402963,0.295481481,7.466925926,3.608666667,3.58637037,3.455232889,0,1.95,0,1.6462,0.0378,2.2784,0.3193,2.1648,4.8368,3.057,0.0571,2.9468,0.0644,3.56736,0.000426533,3.9622,0,3.9834,4.6156,-250.6574961,-0.197124813,1.835144252,0.000148508,2.001929499,0,2.378003875,0.90631009,2.008877307,0,1.255802475,-0.066336586,3.748767669,2.25E-12,3.177805696,-4.28E-13,1.200869247,-0.011731363
1.13,0.057957227,8.165996313,0.298731563,7.50734882,3.612323009,3.587182891,3.453590265,0,1.95,0,1.6423,0.0383,2.2778,0.3172,2.1529,4.8697,3.0592,0.0533,2.9413,0.063,3.56736,0.000376086,3.9622,0,3.9936,4.6244,-276.4222854,-0.217093603,1.834960404,0.000147184,2.001814584,0,2.375965349,0.914404134,2.009144906,0,1.243189097,-0.068346036,3.747169869,-2.59E-12,3.176733589,4.94E-13,1.190619231,-0.012069404
1.135,0.059970631,8.207593245,0.30195301,7.547415565,3.615947137,3.587988253,3.452014978,0,1.95,0,1.6383,0.0388,2.2772,0.3151,2.1414,4.9025,3.06,0.0498,2.9359,0.0616,3.56736,0.000331221,3.9622,0,4.0038,4.6332,-303.8726207,-0.238367714,1.834788837,0.00014651,2.001707967,0,2.378578506,0.921505655,2.009756769,0,1.230401754,-0.070412466,3.745596414,-5.97E-12,3.175677508,1.14E-12,1.180238818,-0.012415991
