wl,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44
2.1082,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3449,11.096,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.651,6.1104,-104375.4193,-80.82378014,1.767109188,-0.000108264,2.003056522,0,130.6374095,16.59710662,6.934491141,0,-13.65313389,-8.96200336,3.621689776,1.77E-11,3.091872582,-3.37E-12,-9.821635198,-1.112738231
2.1156,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3434,11.1462,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.6618,6.1196,-106428.4805,-82.41344304,1.756549985,-0.000142507,2.005355168,0,140.2153186,17.47774244,7.094477181,0,-13.93018806,-9.150909066,3.621010423,1.84E-11,3.091417845,-3.51E-12,-10.02341465,-1.135627524
2.123,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3421,11.1966,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.6725,6.1288,-108508.2881,-84.02381454,1.744662974,-0.000181334,2.007980275,0,150.2597017,18.39280054,7.257871326,0,-14.21076576,-9.342501593,3.620321835,1.92E-11,3.090957084,-3.65E-12,-10.22772829,-1.158836612
2.1304,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3409,11.2474,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.6832,6.1379,-110615.0154,-85.65502863,1.731369311,-0.000225032,2.010953213,0,160.7816608,19.34294221,7.424709347,0,-14.49489059,-9.536800176,3.619623726,2.00E-11,3.090490107,-3.80E-12,-10.43459302,-1.182367757
2.1378,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.34,11.2986,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.6939,6.1469,-112748.8353,-87.30721934,1.716590148,-0.00027389,2.01429535,0,171.7922977,20.32882876,7.595027018,0,-14.78258615,-9.733824054,3.618915807,2.08E-11,3.090016724,-3.95E-12,-10.64402571,-1.20622322
2.1452,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3393,11.3501,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7046,6.1557,-114909.921,-88.98052069,1.700246638,-0.000328195,2.018028054,0,183.3027145,21.35112149,7.768860108,0,-15.07387603,-9.933592462,3.618197793,2.16E-11,3.089536743,-4.11E-12,-10.85604325,-1.230405259
2.1526,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3388,11.402,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7152,6.1645,-117098.4455,-90.67506668,1.682259936,-0.000388235,2.022172694,0,195.324013,22.41048172,7.946244391,0,-15.36878381,-10.13612464,3.617469397,2.24E-11,3.089049974,-4.27E-12,-11.07066253,-1.254916137
2.16,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3385,11.4541,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7259,6.1731,-119314.582,-92.39099134,1.662551195,-0.000454298,2.026750637,0,207.8672952,23.50757074,8.127215637,0,-15.66733311,-10.34143982,3.61673033,2.33E-11,3.088556226,-4.43E-12,-11.28790041,-1.279758114
2.1674,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3383,11.5064,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7365,6.1816,-121558.5036,-94.12842867,1.641041569,-0.000526671,2.031783253,0,220.943663,24.64304987,8.311809618,0,-15.96954751,-10.54955724,3.615980307,2.42E-11,3.088055307,-4.60E-12,-11.5077738,-1.30493345
2.1748,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3383,11.5588,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7472,6.19,-123830.3833,-95.8875127,1.61765221,-0.000605643,2.03729191,0,234.5642182,25.8175804,8.500062106,0,-16.27545061,-10.76049614,3.61521904,2.51E-11,3.087547028,-4.77E-12,-11.73029956,-1.330444407
2.1822,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3385,11.6114,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7578,6.1983,-126130.3943,-97.66837744,1.592304273,-0.000691501,2.043297976,0,248.7400629,27.03182365,8.692008872,0,-16.585066,-10.97427575,3.614446243,2.60E-11,3.087031196,-4.94E-12,-11.95549459,-1.356293244
2.1896,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3388,11.6641,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7684,6.2064,-128458.7096,-99.4711569,1.564918911,-0.000784533,2.049822819,0,263.482299,28.28644092,8.887685688,0,-16.89841729,-11.19091532,3.613661628,2.69E-11,3.086507622,-5.12E-12,-12.18337577,-1.382482222
2.197,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3392,11.7168,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.779,6.2144,-130815.5023,-101.2959851,1.535417278,-0.000885027,2.056887809,0,278.8020283,29.58209351,9.087128326,0,-17.21552805,-11.41043408,3.612864909,2.79E-11,3.085976113,-5.31E-12,-12.41395998,-1.409013603
2.2044,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3397,11.7694,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.7895,6.2222,-133200.9455,-103.1429961,1.503720527,-0.00099327,2.064514313,0,294.7103528,30.91944274,9.290372557,0,-17.53642189,-11.63285126,3.612055798,2.89E-11,3.08543648,-5.49E-12,-12.6472641,-1.435889646
2.2118,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3404,11.822,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8001,6.2299,-135615.2124,-105.0123238,1.469749811,-0.00110955,2.072723699,0,311.2183744,32.2991499,9.497454153,0,-17.86112241,-11.8581861,3.611234008,2.99E-11,3.08488853,-5.69E-12,-12.88330502,-1.463112612
2.2192,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3411,11.8745,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8107,6.2374,-138058.476,-106.9041023,1.433426285,-0.001234156,2.081537337,0,328.3371951,33.7218763,9.708408886,0,-18.18965319,-12.08645784,3.610399254,3.09E-11,3.084332074,-5.88E-12,-13.12209963,-1.490684762
2.2266,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3418,11.9268,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8212,6.2447,-140530.9095,-108.8184656,1.394671101,-0.001367374,2.090976595,0,346.0779168,35.18828325,9.923272527,0,-18.52203784,-12.31768571,3.609551246,3.20E-11,3.08376692,-6.09E-12,-13.36366479,-1.518608356
2.234,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3427,11.9788,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8317,6.2519,-143032.6858,-110.7555478,1.353405414,-0.001509493,2.101062841,0,364.4516413,36.69903205,10.14208085,0,-18.85829994,-12.55188896,3.608689699,3.31E-11,3.083192877,-6.29E-12,-13.60801741,-1.546885656
2.2414,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3435,12.0306,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8423,6.259,-145563.9782,-112.7154828,1.309550377,-0.0016608,2.111817443,0,383.4694707,38.25478402,10.36486962,0,-19.1984631,-12.78908682,3.607814326,3.42E-11,3.082609755,-6.50E-12,-13.85517435,-1.575518921
2.2488,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3444,12.0821,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8528,6.2658,-148124.9596,-114.6984046,1.263027143,-0.001821584,2.12326177,0,403.1425068,39.85620044,10.59167461,0,-19.5425509,-13.02929852,3.60692484,3.53E-11,3.082017362,-6.72E-12,-14.10515251,-1.604510413
2.2562,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3453,12.1333,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8633,6.2725,-150715.8033,-116.7044473,1.213756866,-0.001992131,2.13541719,0,423.4818515,41.50394264,10.8225316,0,-19.89058695,-13.27254331,3.606020953,3.65E-11,3.081415507,-6.94E-12,-14.35796876,-1.633862391
2.2636,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3463,12.184,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8738,6.279,-153336.6822,-118.7337448,1.1616607,-0.00217273,2.148305071,0,444.4986068,43.19867191,11.05747636,0,-20.24259483,-13.51884041,3.605102379,3.76E-11,3.080804,-7.16E-12,-14.61364,-1.663577117
2.271,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3472,12.2342,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8843,6.2853,-155987.7696,-120.7864313,1.106659798,-0.002363668,2.161946783,0,466.2038747,44.94104956,11.29654466,0,-20.59859815,-13.76820908,3.604168831,3.88E-11,3.08018265,-7.39E-12,-14.8721831,-1.693656852
2.2784,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3481,12.284,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.8947,6.2914,-158669.2384,-122.8626407,1.048675313,-0.002565234,2.176363693,0,488.6087569,46.73173691,11.53977226,0,-20.95862049,-14.02066853,3.603220021,4.01E-11,3.079551265,-7.62E-12,-15.13361495,-1.724103855
2.2858,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3489,12.3332,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9052,6.2973,-161381.2618,-124.962507,0.987628399,-0.002777715,2.19157717,0,511.7243555,48.57139524,11.78719494,0,-21.32268546,-14.27623802,3.602255663,4.13E-11,3.078909654,-7.86E-12,-15.39795242,-1.754920387
2.2932,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3497,12.3818,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9157,6.3031,-164124.0129,-127.0861642,0.92344021,-0.003001398,2.207608583,0,535.5617724,50.46068587,12.03884848,0,-21.69081664,-14.53493677,3.60127547,4.26E-11,3.078257628,-8.11E-12,-15.66521242,-1.78610871
2.3006,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3505,12.4297,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9261,6.3086,-166897.6648,-129.2337464,0.8560319,-0.003236573,2.224479299,0,560.1321095,52.4002701,12.29476865,0,-22.06303764,-14.79678403,3.600279155,4.39E-11,3.077594994,-8.36E-12,-15.9354118,-1.817671083
2.308,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3511,12.477,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9366,6.3139,-169702.3906,-131.4053876,0.785324621,-0.003483525,2.242210687,0,585.4464687,54.39080925,12.5549912,0,-22.43937204,-15.06179902,3.599266431,4.53E-11,3.076921562,-8.61E-12,-16.20856747,-1.849609767
2.3154,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3517,12.5237,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.947,6.319,-172538.3633,-133.6012217,0.711239527,-0.003742544,2.260824115,0,611.515952,56.4329646,12.81955193,0,-22.81984344,-15.330001,3.59823701,4.66E-11,3.076237141,-8.87E-12,-16.48469631,-1.881927024
2.3228,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3523,12.5699,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9575,6.3238,-175405.756,-135.8213829,0.633697772,-0.004013917,2.280340952,0,638.3516612,58.52739748,13.0884866,0,-23.20447544,-15.60140918,3.597190607,4.80E-11,3.07554154,-9.13E-12,-16.76381518,-1.914625112
2.3302,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3529,12.6155,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9679,6.3285,-178304.7419,-138.0660051,0.55262051,-0.004297931,2.300782567,0,665.9646983,60.67476919,13.36183097,0,-23.59329164,-15.87604282,3.596126933,4.94E-11,3.074834567,-9.40E-12,-17.04594099,-1.947706294
2.3376,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3534,12.6607,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9783,6.3329,-181235.4941,-140.3352223,0.467928893,-0.004594875,2.322170327,0,694.3661652,62.87574102,13.63962083,0,-23.98631561,-16.15392115,3.595045703,5.09E-11,3.074116033,-9.68E-12,-17.33109062,-1.98117283
2.345,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3539,12.7054,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9888,6.337,-184198.1856,-142.6291686,0.379544076,-0.004905036,2.344525602,0,723.5671638,65.1309743,13.92189195,0,-24.38357098,-16.4350634,3.593946628,5.23E-11,3.073385746,-9.96E-12,-17.61928094,-2.01502698
2.3524,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3544,12.7498,2.86,0,2.8173,0,3.56736,0,3.9622,0,5.9992,6.341,-187192.9896,-144.9479779,0.287387212,-0.005228702,2.367869758,0,753.5787961,67.44113031,14.20868009,0,-24.78508131,-16.71948881,3.592829422,5.38E-11,3.072643515,-1.02E-11,-17.91052884,-2.049271005
2.3598,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3548,12.7938,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.0096,6.3447,-190220.0791,-147.2917843,0.191379454,-0.005566161,2.392224166,0,784.412164,69.80687038,14.50002103,0,-25.19087022,-17.00721662,3.591693799,5.54E-11,3.071889149,-1.05E-11,-18.2048512,-2.083907166
2.3672,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3553,12.8376,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.02,6.3481,-193279.6273,-149.6607218,0.091441956,-0.005917701,2.417610193,0,816.0783694,72.22885579,14.79595053,0,-25.6009613,-17.29826606,3.59053947,5.69E-11,3.071122458,-1.08E-11,-18.50226491,-2.118937723
2.3746,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3558,12.8811,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.0304,6.3513,-196371.8071,-152.0549245,-0.012504127,-0.006283609,2.444049208,0,848.5885142,74.70774787,15.09650438,0,-26.01537813,-17.59265638,3.58936615,5.85E-11,3.070343249,-1.11E-11,-18.80278685,-2.154364937
2.382,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3564,12.9244,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.0408,6.3543,-199496.7918,-154.4745262,-0.120537644,-0.006664173,2.471562579,0,881.9537004,77.24420792,15.40171834,0,-26.43414433,-17.8904068,3.588173551,6.01E-11,3.069551333,-1.14E-11,-19.1064339,-2.190191068
2.3894,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3569,12.9675,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.0512,6.357,-202654.7544,-156.9196611,-0.23273744,-0.007059681,2.500171674,0,916.1850298,79.83889723,15.71162819,0,-26.85728347,-18.19153657,3.586961386,6.17E-11,3.068746519,-1.17E-11,-19.41322295,-2.226418378
2.3968,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3575,13.0106,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.0616,6.3594,-205845.8681,-159.3904632,-0.349182362,-0.007470421,2.529897862,0,951.2936044,82.49247712,16.02626969,0,-27.28481916,-18.49606492,3.585729368,6.34E-11,3.067928615,-1.21E-11,-19.72317088,-2.263049126
2.4042,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3582,13.0535,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.072,6.3615,-209070.3058,-161.8870664,-0.469951256,-0.00789668,2.560762512,0,987.2905262,85.20560889,16.34567861,0,-27.71677499,-18.80401109,3.58447721,6.51E-11,3.06709743,-1.24E-11,-20.03629457,-2.300085573
2.4116,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3589,13.0965,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.0824,6.3634,-212328.2408,-164.4096048,-0.595122969,-0.008338747,2.592786991,0,1024.186897,87.97895385,16.66989074,0,-28.15317456,-19.11539431,3.583204626,6.68E-11,3.066252774,-1.27E-11,-20.35261091,-2.337529981
2.419,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3597,13.1394,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.0928,6.365,-215619.846,-166.9582125,-0.724776346,-0.008796908,2.625992668,0,1061.993819,90.81317331,16.99894184,0,-28.59404145,-19.43023383,3.581911328,6.86E-11,3.065394455,-1.31E-11,-20.67213677,-2.375384609
2.4264,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3606,13.1825,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1032,6.3663,-218945.2947,-169.5330233,-0.858990236,-0.009271453,2.660400912,0,1100.722393,93.70892856,17.33286768,0,-29.03939928,-19.74854888,3.580597029,7.04E-11,3.064522283,-1.34E-11,-20.99488905,-2.413651718
2.4338,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3615,13.2256,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1136,6.3673,-222304.7598,-172.1341714,-0.997843483,-0.009762668,2.69603309,0,1140.383723,96.66688091,17.67170403,0,-29.48927162,-20.07035869,3.579261442,7.22E-11,3.063636067,-1.37E-11,-21.32088463,-2.452333569
2.4412,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3626,13.2689,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.124,6.368,-225698.4146,-174.7617907,-1.141414935,-0.010270842,2.732910572,0,1180.988909,99.68769168,18.01548667,0,-29.94368208,-20.39568251,3.577904281,7.41E-11,3.062735616,-1.41E-11,-21.65014039,-2.491432423
2.4486,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3637,13.3123,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1344,6.3684,-229126.432,-177.4160153,-1.289783438,-0.010796261,2.771054726,0,1222.549054,102.7720222,18.36425137,0,-30.40265425,-20.72453956,3.576525258,7.59E-11,3.061820738,-1.45E-11,-21.9826732,-2.530950539
2.456,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.365,13.356,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1448,6.3685,-232588.9852,-180.0969792,-1.443027839,-0.011339215,2.81048692,0,1265.075259,105.9205337,18.71803389,0,-30.86621172,-21.05694909,3.575124087,7.79E-11,3.060891244,-1.48E-11,-22.31849997,-2.57089018
2.4634,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3664,13.4,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1552,6.3683,-236086.2473,-182.8048164,-1.601226983,-0.01189999,2.851228522,0,1308.578627,109.1338875,19.07687002,0,-31.3343781,-21.39293034,3.57370048,7.98E-11,3.059946941,-1.52E-11,-22.65763756,-2.611253604
2.4708,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3679,13.4444,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1656,6.3678,-239618.3914,-185.5396609,-1.764459717,-0.012478875,2.893300902,0,1353.070259,112.412745,19.44079552,0,-31.80717697,-21.73250253,3.57225415,8.18E-11,3.058987639,-1.56E-11,-23.00010287,-2.652043074
2.4782,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3696,13.4891,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.176,6.367,-243185.5905,-188.3016467,-1.932804889,-0.013076157,2.936725426,0,1398.561258,115.7577674,19.80984616,0,-32.28463193,-22.07568491,3.570784811,8.38E-11,3.058013147,-1.59E-11,-23.34591277,-2.693260849
2.4856,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3714,13.5342,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1865,6.3659,-246788.0178,-191.0909079,-2.106341343,-0.013692124,2.981523465,0,1445.062725,119.169616,20.18405772,0,-32.76676658,-22.42249672,3.569292175,8.58E-11,3.057023275,-1.63E-11,-23.69508415,-2.73490919
2.493,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3733,13.5797,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.1969,6.3644,-250425.8463,-193.9075784,-2.285147928,-0.014327064,3.027716385,0,1492.585762,122.6489522,20.56346596,0,-33.2536045,-22.77295718,3.567775956,8.79E-11,3.05601783,-1.67E-11,-24.0476339,-2.776990358
2.5004,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3754,13.6256,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.2073,6.3626,-254099.2492,-196.7517923,-2.469303488,-0.014981265,3.075325556,0,1541.141472,126.1964372,20.94810666,0,-33.7451693,-23.12708554,3.566235867,9.00E-11,3.054996623,-1.71E-11,-24.40357889,-2.819506614
2.5078,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3776,13.6719,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.2177,6.3605,-257808.3996,-199.6236836,-2.658886871,-0.015655013,3.124372346,0,1590.740955,129.8127325,21.33801559,0,-34.24148457,-23.48490104,3.56467162,9.22E-11,3.053959462,-1.75E-11,-24.762936,-2.862460217
2.5152,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.38,13.7185,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.2281,6.358,-261553.4705,-202.5233863,-2.853976924,-0.016348599,3.174878124,0,1641.395314,133.4984991,21.73322853,0,-34.74257391,-23.84642291,3.563082929,9.44E-11,3.052906156,-1.80E-11,-25.12572214,-2.905853429
2.5226,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3825,13.7655,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.2386,6.3552,-265334.635,-205.4510344,-3.054652491,-0.017062308,3.226864257,0,1693.115651,137.2543986,22.13378124,0,-35.2484609,-24.21167038,3.561469506,9.66E-11,3.051836514,-1.84E-11,-25.49195416,-2.949688511
2.53,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3851,13.8127,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.249,6.352,-269152.0663,-208.406762,-3.260992421,-0.017796429,3.280352114,0,1745.913068,141.0810921,22.53970949,0,-35.75916915,-24.5806627,3.559831065,9.88E-11,3.050750346,-1.88E-11,-25.86164897,-2.993967722
2.5374,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3878,13.8602,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.2594,6.3485,-273005.9374,-211.390703,-3.473075559,-0.018551249,3.335363064,0,1799.798667,144.979241,22.95104906,0,-36.27472225,-24.9534191,3.558167319,1.01E-10,3.04964746,-1.92E-11,-26.23482343,-3.038693324
2.5448,0.233801853,13.92642368,0.89520741,13.60300846,3.706556585,4.989726138,3.345534555,0,1.95,0,0.5684,0.4466,2.2331,0,1.3906,13.908,2.86,0,2.8173,0,3.56736,0,3.9622,0,6.2699,6.3446,-276896.4215,-214.4029915,-3.690980752,-0.019327056,3.391918475,0,1854.783549,148.9495066,23.36783572,0,-36.7951438,-25.32995882,3.556477981,1.03E-10,3.048527666,-1.97E-11,-26.61149445,-3.083867577
