wl,n1,n2
0.8490 ,3.3996236,3.05E-19
0.8500 ,3.399674337,9.01E-19
0.8510 ,3.399738375,1.41E-18
0.8520 ,3.399814763,1.39E-18
0.8530 ,3.399902549,1.03E-18
0.8540 ,3.400000782,5.24E-19
0.8550 ,3.400108512,3.99E-20
0.8560 ,3.400224787,2.63E-19
0.8570 ,3.400348657,3.82E-19
0.8580 ,3.40047917,3.67E-19
0.8590 ,3.400615376,2.65E-19
0.8600 ,3.400756323,1.27E-19
0.8610 ,3.40090106,0
0.8620 ,3.401048637,7.67E-20
0.8630 ,3.401198103,1.06E-19
0.8640 ,3.401348506,9.98E-20
0.8650 ,3.401498895,7.17E-20
0.8660 ,3.401648319,3.42E-20
0.8670 ,3.401795829,3.11E-33
0.8680 ,3.401940471,2.08E-20
0.8690 ,3.402081296,2.89E-20
0.8700 ,3.402217352,2.77E-20
0.8710 ,3.402347689,2.03E-20
0.8720 ,3.402471355,1.03E-20
0.8730 ,3.4025874,7.85E-22
0.8740 ,3.402694872,5.26E-21
0.8750 ,3.40279282,7.82E-21
0.8760 ,3.402880294,7.77E-21
0.8770 ,3.402956343,5.98E-21
0.8780 ,3.403020014,3.32E-21
0.8790 ,3.403070358,6.67E-22
0.8800 ,3.403106424,1.18E-21
0.8810 ,3.40312726,2.06E-21
0.8820 ,3.403131915,2.19E-21
0.8830 ,3.403119439,1.80E-21
0.8840 ,3.40308888,1.12E-21
0.8850 ,3.403039287,3.81E-22
0.8860 ,3.402969725,1.99E-22
0.8870 ,3.402879819,5.12E-22
0.8880 ,3.402769932,6.07E-22
0.8890 ,3.402640471,5.43E-22
0.8900 ,3.402491847,3.81E-22
0.8910 ,3.402324467,1.80E-22
0.8920 ,3.402138742,1.66E-35
0.8930 ,3.401935081,1.12E-22
0.8940 ,3.401713893,1.59E-22
0.8950 ,3.401475586,1.57E-22
0.8960 ,3.401220571,1.22E-22
0.8970 ,3.400949256,7.05E-23
0.8980 ,3.400662051,1.78E-23
0.8990 ,3.400359365,2.07E-23
0.9000 ,3.400041606,4.05E-23
0.9010 ,3.399709185,4.56E-23
0.9020 ,3.39936251,4.00E-23
0.9030 ,3.399001991,2.78E-23
0.9040 ,3.398628036,1.31E-23
0.9050 ,3.398241056,0
0.9060 ,3.397841458,8.23E-24
0.9070 ,3.397429653,1.18E-23
0.9080 ,3.39700605,1.19E-23
0.9090 ,3.396571057,9.60E-24
0.9100 ,3.396125084,5.92E-24
0.9110 ,3.39566854,2.01E-24
0.9120 ,3.395201835,1.07E-24
0.9130 ,3.394725377,2.80E-24
0.9140 ,3.394239576,3.41E-24
0.9150 ,3.39374484,3.20E-24
0.9160 ,3.39324158,2.43E-24
0.9170 ,3.392730204,1.38E-24
0.9180 ,3.392211121,3.49E-25
0.9190 ,3.391684742,4.10E-25
0.9200 ,3.391151474,8.16E-25
0.9210 ,3.390611727,9.38E-25
0.9220 ,3.39006591,8.51E-25
0.9230 ,3.389514433,6.28E-25
0.9240 ,3.388957704,3.42E-25
0.9250 ,3.388396133,6.88E-26
0.9260 ,3.38783013,1.25E-25
0.9270 ,3.387260102,2.25E-25
0.9280 ,3.38668646,2.52E-25
0.9290 ,3.386109613,2.24E-25
0.9300 ,3.385529969,1.62E-25
0.9310 ,3.384947938,8.46E-26
0.9320 ,3.38436393,1.22E-26
0.9330 ,3.383778353,3.79E-26
0.9340 ,3.383191616,6.37E-26
0.9350 ,3.382604129,7.02E-26
0.9360 ,3.382016301,6.25E-26
0.9370 ,3.381428542,4.57E-26
0.9380 ,3.380841259,2.49E-26
0.9390 ,3.380254864,5.00E-27
0.9400 ,3.379669764,9.14E-27
0.9410 ,3.379086368,1.67E-26
0.9420 ,3.378505087,1.89E-26
0.9430 ,3.37792633,1.72E-26
0.9440 ,3.377350505,1.28E-26
0.9450 ,3.376778021,7.28E-27
0.9460 ,3.376209289,1.84E-27
0.9470 ,3.375644716,2.19E-27
0.9480 ,3.375084713,4.45E-27
0.9490 ,3.374529688,5.25E-27
0.9500 ,3.373980051,4.95E-27
0.9510 ,3.373436211,3.89E-27
0.9520 ,3.372898577,2.43E-27
0.9530 ,3.372367558,9.12E-28
0.9540 ,3.371843561,3.19E-28
0.9550 ,3.37132682,1.07E-27
0.9560 ,3.370817272,1.40E-27
0.9570 ,3.370314827,1.41E-27
0.9580 ,3.369819396,1.19E-27
0.9590 ,3.369330887,8.20E-28
0.9600 ,3.36884921,4.05E-28
0.9610 ,3.368374276,3.16E-29
0.9620 ,3.367905993,2.23E-28
0.9630 ,3.367444272,3.57E-28
0.9640 ,3.366989023,3.94E-28
0.9650 ,3.366540154,3.59E-28
0.9660 ,3.366097576,2.75E-28
0.9670 ,3.365661199,1.66E-28
0.9680 ,3.365230932,5.61E-29
0.9690 ,3.364806685,3.05E-29
0.9700 ,3.364388367,8.31E-29
0.9710 ,3.363975889,1.07E-28
0.9720 ,3.36356916,1.08E-28
0.9730 ,3.36316809,9.18E-29
0.9740 ,3.362772589,6.57E-29
0.9750 ,3.362382565,3.54E-29
0.9760 ,3.36199793,7.16E-30
0.9770 ,3.361618593,1.33E-29
0.9780 ,3.361244462,2.49E-29
0.9790 ,3.36087545,2.93E-29
0.9800 ,3.360511464,2.80E-29
0.9810 ,3.360152414,2.28E-29
0.9820 ,3.359798211,1.53E-29
0.9830 ,3.359448764,7.15E-30
0.9840 ,3.359103983,0
0.9850 ,3.358763778,4.83E-30
0.9860 ,3.358428057,7.41E-30
0.9870 ,3.358096732,8.19E-30
0.9880 ,3.357769711,7.58E-30
0.9890 ,3.357446905,6.01E-30
0.9900 ,3.357128223,3.91E-30
0.9910 ,3.356813575,1.71E-30
0.9920 ,3.35650287,1.61E-31
0.9930 ,3.356196019,1.40E-30
0.9940 ,3.355892931,2.06E-30
0.9950 ,3.355593515,2.24E-30
0.9960 ,3.355297682,2.05E-30
0.9970 ,3.355005341,1.62E-30
0.9980 ,3.354716403,1.05E-30
0.9990 ,3.354430775,4.61E-31
1.0000 ,3.35414837,4.33E-32
1.0010 ,3.353869095,3.79E-31
1.0020 ,3.353592861,5.59E-31
1.0030 ,3.353319578,6.11E-31
1.0040 ,3.353049155,5.66E-31
1.0050 ,3.352781502,4.53E-31
1.0060 ,3.352516529,3.01E-31
1.0070 ,3.352254145,1.40E-31
1.0080 ,3.351994261,0
1.0090 ,3.351736785,9.63E-32
1.0100 ,3.351481628,1.50E-31
1.0110 ,3.3512287,1.69E-31
1.0120 ,3.350977909,1.61E-31
1.0130 ,3.350729167,1.34E-31
1.0140 ,3.350482381,9.42E-32
1.0150 ,3.350237463,5.05E-32
1.0160 ,3.349994323,1.03E-32
1.0170 ,3.349752868,1.95E-32
1.0180 ,3.34951301,3.74E-32
1.0190 ,3.349274659,4.54E-32
1.0200 ,3.349037723,4.54E-32
1.0210 ,3.348802113,3.96E-32
1.0220 ,3.348567738,2.99E-32
1.0230 ,3.348334508,1.83E-32
1.0240 ,3.348102333,6.86E-33
1.0250 ,3.347871123,2.46E-33
1.0260 ,3.347640787,8.54E-33
1.0270 ,3.347411234,1.18E-32
1.0280 ,3.347182376,1.26E-32
1.0290 ,3.34695412,1.17E-32
1.0300 ,3.346726378,9.50E-33
1.0310 ,3.346499059,6.54E-33
1.0320 ,3.346272072,3.36E-33
1.0330 ,3.346045328,4.91E-34
1.0340 ,3.345818743,1.60E-33
1.0350 ,3.345592297,2.86E-33
1.0360 ,3.345365994,3.43E-33
1.0370 ,3.345139839,3.45E-33
1.0380 ,3.344913836,3.04E-33
1.0390 ,3.344687992,2.34E-33
1.0400 ,3.344462311,1.51E-33
1.0410 ,3.344236797,6.58E-34
1.0420 ,3.344011457,6.25E-35
1.0430 ,3.343786294,5.58E-34
1.0440 ,3.343561314,8.42E-34
1.0450 ,3.343336523,9.51E-34
1.0460 ,3.343111924,9.21E-34
1.0470 ,3.342887523,7.89E-34
1.0480 ,3.342663325,5.90E-34
1.0490 ,3.342439335,3.60E-34
1.0500 ,3.342215558,1.35E-34
1.0510 ,3.341991998,4.88E-35
1.0520 ,3.341768662,1.72E-34
1.0530 ,3.341545553,2.40E-34
1.0540 ,3.341322678,2.64E-34
1.0550 ,3.34110004,2.52E-34
1.0560 ,3.340877645,2.14E-34
1.0570 ,3.340655499,1.59E-34
1.0580 ,3.340433605,9.70E-35
1.0590 ,3.340211968,3.64E-35
1.0600 ,3.339990595,1.32E-35
1.0610 ,3.33976949,4.64E-35
1.0620 ,3.339548657,6.52E-35
1.0630 ,3.339328103,7.20E-35
1.0640 ,3.339107831,6.92E-35
1.0650 ,3.338887847,5.92E-35
1.0660 ,3.338668156,4.47E-35
1.0670 ,3.338448762,2.79E-35
